6041
3653	454	2
3653	905	2
3653	638	2
3682	699	2
3682	2258	2
3718	2890	2
3579	2333	2
4009	793	2
3977	880	2
3937	101	2
3978	1064	2
3991	2894	2
3816	584	2
3816	812	2
3933	427	2
4010	1956	2
3960	2423	2
3984	1148	2
3966	1457	2
3737	2899	2
3799	1671	2
3832	1820	2
3832	1834	2
3750	152	2
3750	3022	2
3819	1314	2
4003	2153	2
3997	3136	2
4125	1569	2
4136	2845	2
4136	1121	2
4119	103	2
4119	636	2
4156	1572	2
4156	75	2
4123	2789	2
4123	2820	2
4134	3296	2
4134	3293	2
4122	3090	2
4153	1997	2
4120	3295	2
4127	2250	2
4127	2254	2
4137	2740	2
4133	1610	2
4151	1380	2
4151	1378	2
4263	844	2
4228	2488	2
4228	803	2
4229	498	2
498	18	0
4231	2848	2
2848	23	0
4298	1619	2
4230	1474	2
4145	1955	2
4265	721	2
4217	2858	2
4297	1286	2
4297	2463	2
4333	3159	2
4427	1467	2
4427	90	2
4413	2436	2
4413	2427	2
4416	237	2
4440	797	2
4282	3191	2
4282	1492	2
4282	2707	2
3191	17	0
3191	15	0
4235	2615	2
4235	2947	2
4235	1134	2
4241	552	2
4389	209	2
4389	1120	2
4941	2552	2
4461	1324	2
4871	3012	2
4880	1626	2
1626	30	0
4459	763	2
763	23	0
4857	2267	2
4460	2426	2
4460	1087	2
4460	822	2
4925	2828	2
2828	25	0
4866	577	2
4866	809	2
4900	2863	2
4937	1281	2
4934	1193	2
4934	3069	2
4947	332	2
1026	15	0
1026	25	0
4940	2226	2
4939	609	2
4938	1613	2
4938	1205	2
4938	1723	2
4938	2516	2
1613	15	0
4936	3140	2
4936	1869	2
4936	327	2
4933	236	2
4930	3289	2
4397	354	2
4456	3130	2
4456	912	2
3130	32	0
4366	3297	2
4371	1125	2
4371	1670	2
4371	1692	2
4337	2528	2
4349	1420	2
4349	1124	2
4349	3244	2
1420	23	0
4927	2762	2
4920	964	2
4920	3206	2
4920	3228	2
4918	302	2
4916	325	2
4914	518	2
4914	2788	2
521	29	0
4897	2484	2
4897	778	2
4896	724	2
4886	385	2
4885	2952	2
4885	2272	2
4885	1938	2
4885	1927	2
4913	1218	2
4907	3242	2
4907	2915	2
4907	2768	2
4907	2906	2
4907	2849	2
4905	2197	2
4901	153	2
4901	3220	2
153	32	0
153	30	0
153	7	0
4899	177	2
177	30	0
4883	2468	2
4882	185	2
4882	189	2
4881	3215	2
4878	2440	2
4878	3032	2
4878	2976	2
4877	810	2
4851	1137	2
1137	32	0
4850	147	2
4849	3129	2
4849	2097	2
4848	2151	2
4848	2161	2
4847	1112	2
4847	1200	2
4846	3083	2
3083	29	0
4863	698	2
4863	841	2
4863	62	2
4860	1209	2
4853	1275	2
4853	1104	2
4853	1105	2
4852	649	2
4852	1678	2
4873	468	2
468	38	0
4868	2622	2
4867	135	2
4867	1674	2
4865	1079	2
4834	689	2
4831	1355	2
4831	1186	2
4831	1187	2
4831	1759	2
4830	1176	2
4827	806	2
4826	1571	2
1571	29	0
4825	1840	2
1840	40	0
4822	1175	2
4821	1149	2
4819	2054	2
4818	3094	2
3094	18	0
4817	1107	2
4817	1106	2
4817	1194	2
4797	1800	2
4796	2246	2
4791	1473	2
4791	1010	2
4788	1862	2
4788	1837	2
4787	3000	2
4784	1838	2
4816	1063	2
4813	2139	2
4813	2123	2
4813	2989	2
4812	2551	2
4809	824	2
4798	3087	2
3087	33	0
4804	2981	2
4845	245	2
4845	2833	2
4845	1202	2
4844	2914	2
4844	2907	2
4843	2447	2
4842	2865	2
4842	1267	2
4837	3017	2
4837	2980	2
4837	1478	2
4837	1411	2
4761	3093	2
4760	1021	2
4760	974	2
4757	459	2
4756	2086	2
4750	226	2
4737	2082	2
4736	3068	2
4733	2156	2
4732	108	2
4728	485	2
485	25	0
485	15	0
4742	1652	2
1652	3	0
4741	2241	2
4740	389	2
389	1	0
389	26	0
4738	1702	2
4773	2366	2
4772	923	2
4772	1794	2
4771	1204	2
4770	1036	2
4767	3168	2
4767	676	2
4767	2533	2
4783	1706	2
4783	2787	2
4783	3291	2
4778	1296	2
4777	591	2
4776	107	2
4776	490	2
4752	3053	2
4751	2835	2
4751	457	2
4751	151	2
4748	1208	2
4748	1150	2
4746	3078	2
3078	15	0
4745	117	2
4745	116	2
4745	857	2
4745	3043	2
4745	1456	2
4743	3182	2
4727	2681	2
4727	2319	2
4726	2223	2
4722	1556	2
4722	1557	2
4718	2209	2
4717	548	2
4715	2619	2
3397	635	2
3392	2715	2
3325	3132	2
3399	541	2
3399	2733	2
3409	2084	2
3347	773	2
3403	2679	2
3330	1180	2
3324	2892	2
2892	15	0
3360	1710	2
3453	2192	2
3460	1509	2
3494	448	2
3514	2943	2
3451	2172	2
3503	1273	2
3503	1272	2
3515	789	2
3616	1592	2
3616	734	2
3616	3096	2
3702	56	2
3662	968	2
3690	1207	2
3690	677	2
3690	879	2
3690	71	2
1207	15	0
3656	682	2
3656	1887	2
3613	1599	2
3705	3177	2
3705	1760	2
3705	2270	2
3705	2237	2
3680	870	2
3680	956	2
3680	98	2
3688	134	2
3688	683	2
3609	2926	2
3609	2305	2
3609	2925	2
3652	273	2
3652	159	2
3652	451	2
159	7	0
159	3	0
3658	491	2
3658	2719	2
3700	2127	2
3870	536	2
3870	537	2
3870	2841	2
3813	2005	2
3824	947	2
3824	954	2
3824	2842	2
3867	310	2
3867	1995	2
3796	3062	2
3062	15	0
3831	2921	2
3831	664	2
3782	2160	2
3782	2159	2
2160	4	0
2159	4	0
2159	6	0
3774	3115	2
3774	1376	2
3777	463	2
3823	2698	2
3866	2297	2
2297	35	0
2297	28	0
2148	28	0
3848	51	2
3856	2023	2
2023	7	0
3943	1003	2
3955	2827	2
2827	5	0
3986	2647	2
3986	2736	2
3986	1023	2
3986	973	2
3979	2663	2
3946	2182	2
3975	224	2
3951	2053	2
3951	2008	2
2053	20	0
2053	32	0
3924	948	2
948	30	0
948	32	0
948	39	0
3909	313	2
3909	335	2
3909	1038	2
3959	2826	2
2826	5	0
4002	2283	2
4002	2284	2
3996	3103	2
3963	1714	2
4012	2289	2
4144	3262	2
4142	836	2
4135	2245	2
2245	29	0
4098	877	2
